time,theta
0.000,1.5707963267948966
0.010,1.571216302793319
0.020,1.5724761346873937
0.030,1.574575677492344
0.040,1.5775147832962677
0.050,1.5812932978543213
0.060,1.5859110558206446
0.070,1.5913678746178903
0.080,1.5976635469439817
0.090,1.604797831915345
0.100,1.6127704448453284
0.110,1.6215810456558022
0.120,1.631229225919015
0.130,1.6417144945256354
0.140,1.6530362619735297
0.150,1.6651938232702128
0.160,1.678186339440062
0.170,1.6920128176253275
0.180,1.7066720897677494
0.190,1.722162789855252
0.200,1.7384833297158233
0.210,1.7556318733384164
0.220,1.7736063096986818
0.230,1.792404224065741
0.240,1.812022867765294
0.250,1.8324591263743981
0.260,1.853709486324592
0.270,1.875769999893106
0.280,1.8986362485671044
0.290,1.9223033047738023
0.300,1.946765691980449
0.310,1.9720173431831556
0.320,1.9980515578230549
0.330,2.024860957192936
0.340,2.0524374384279542
0.350,2.0807721272108846
0.360,2.1098553293661544
0.370,2.139676481567972
0.380,2.1702241014464074
0.390,2.2014857374412515
0.400,2.2334479188264154
0.410,2.2660961064067977
0.420,2.299414644473576
0.430,2.333386714690962
0.440,2.3679942926751627
0.450,2.403218108111464
0.460,2.4390376093343393
0.470,2.4754309333638824
0.480,2.5123748824449095
0.490,2.549844908167506
0.500,2.5878151042543966
0.510,2.62625820907608
0.520,2.6651456188946234
0.530,2.7044474127376708
0.540,2.7441323896632217
0.550,2.784168118992523
0.560,2.8245210038645405
0.570,2.865156358204849
0.580,2.9060384969109068
0.590,2.947130838743408
0.600,2.988396021090933
0.610,3.029796025455188
0.620,3.07129231220069
0.630,3.1128459628398106
0.640,3.1544178278950317
0.650,3.1959686782066785
0.660,3.2374593574454207
0.670,3.278850933550215
0.680,3.3201048468462866
0.690,3.361183052702306
0.700,3.4020481567556593
0.710,3.4426635409606634
0.720,3.4829934789853465
0.730,3.523003239784666
0.740,3.5626591784977544
0.750,3.6019288141400185
0.760,3.6407808938746937
0.770,3.6791854439415252
0.780,3.717113807583476
0.790,3.754538670539111
0.800,3.7914340748544566
0.810,3.8277754219119506
0.820,3.8635394656760584
0.830,3.89870429721744
0.840,3.933249321603864
0.850,3.9671552282409532
0.860,4.000403955714421
0.870,4.032978652133106
0.880,4.064863631903978
0.890,4.096044329791332
0.900,4.126507253026944
0.910,4.156239932149841
0.920,4.185230871166691
0.930,4.21346949753914
0.940,4.240946112424598
0.950,4.2676518415233335
0.960,4.293578586818131
0.970,4.318718979433608
0.980,4.343066333790669
0.990,4.366614603187327
1.000,4.389358336899834
1.010,4.411292638867304
1.020,4.4324131279980605
1.030,4.452715900116257
1.040,4.472197491552179
1.050,4.490854844368393
1.060,4.508685273205971
1.070,4.525686433729788
1.080,4.541856292648847
1.090,4.557193099286263
1.100,4.571695358673561
1.110,4.585361806144902
1.120,4.598191383408497
1.130,4.610183216074589
1.140,4.621336592621674
1.150,4.63165094478507
1.160,4.641125829354318
1.170,4.649760911368155
1.180,4.6575559486979
1.190,4.6645107780119455
1.200,4.67062530211568
1.210,4.675899478662565
1.220,4.68033331023321
1.230,4.683926835780243
1.240,4.686680123437456
1.250,4.688593264692247
1.260,4.6896663699207535
1.270,4.689899565285313
1.280,4.689292990994023
1.290,4.687846800922256
1.300,4.685561163596019
1.310,4.68243626453706
1.320,4.6784723099696865
1.330,4.673669531889351
1.340,4.668028194493219
1.350,4.661548601973247
1.360,4.654231107672669
1.370,4.646076124607409
1.380,4.637084137354637
1.390,4.627255715311679
1.400,4.616591527329603
1.410,4.605092357727195
1.420,4.592759123692621
1.430,4.5795928940817845
1.440,4.565594909624385
1.450,4.5507666045506205
1.460,4.535109629653597
1.470,4.518625876804422
1.480,4.501317504938763
1.490,4.4831869675349845
1.500,4.464237041604773
1.510,4.4444708582170565
1.520,4.423891934574768
1.530,4.402504207661202
1.540,4.380312069467979
1.550,4.35732040380945
1.560,4.333534624718314
1.570,4.308960716403578
1.580,4.283605274734366
1.590,4.257475550190652
1.600,4.230579492194378
1.610,4.202925794700841
1.620,4.174523942890359
1.630,4.14538426075362
1.640,4.115517959310483
1.650,4.084937185141528
1.660,4.053655068844446
1.670,4.021685772954221
1.680,3.989044538788
1.690,3.9557477315941667
1.700,3.9218128833026054
1.710,3.887258732092065
1.720,3.85210525791436
1.730,3.816373713047623
1.740,3.7800866466963825
1.750,3.7432679226196095
1.760,3.705942728753954
1.770,3.668137577813036
1.780,3.629880297889332
1.790,3.591200012166657
1.800,3.5521271069710973
1.810,3.5126931875476215
1.820,3.4729310211477955
1.830,3.4328744672481384
1.840,3.39255839498358
1.850,3.352018588168717
1.860,3.311291638581553
1.870,3.2704148284887236
1.880,3.2294260036853135
1.890,3.188363438593151
1.900,3.1472656951961193
1.910,3.1061714777780587
1.920,3.065119485558641
1.930,3.0241482653884733
1.940,2.9832960666630846
1.950,2.942600700546494
1.960,2.902099405462303
1.970,2.8618287206206636
1.980,2.821824369112603
1.990,2.7821211518307334
2.000,2.742752853180105
2.010,2.7037521592380274
2.020,2.6651505887196176
2.030,2.6269784368180202
2.040,2.5892647317241795
