time,theta
0.000,1.5707963267948966
0.010,1.5707963267948966
0.020,1.5716363267948965
0.030,1.5733161827948965
0.040,1.5758357506386473
0.050,1.579194884720184
0.060,1.5833934353276724
0.070,1.5884312446245872
0.080,1.5943081412680966
0.090,1.6010239336642702
0.100,1.6085784018593328
0.110,1.6169712880656266
0.120,1.6262022858201914
0.130,1.636271027772901
0.140,1.6471770720998877
0.150,1.658919887536534
0.160,1.6714988370225783
0.170,1.6849131599499136
0.180,1.6991619530014224
0.190,1.714244149566739
0.200,1.7301584977182125
0.210,1.7469035367276076
0.220,1.764477572101353
0.230,1.7828786491095308
0.240,1.802104524781487
0.250,1.8221526383391369
0.260,1.8430200800379928
0.270,1.864703558385996
0.280,1.8871993657117312
0.290,1.9105033420569992
0.300,1.9346108373745112
0.310,1.9595166720201813
0.320,1.9852150955417804
0.330,2.011699743782185
0.340,2.038963594336834
0.350,2.0669989204319683
0.360,2.095797243323469
0.370,2.125349283356255
0.380,2.1556449098717922
0.390,2.186673090206691
0.400,2.2184218380887946
0.410,2.2508781618085103
0.420,2.2840280126218935
0.430,2.317856233927313
0.440,2.352346511847908
0.450,2.387481327945508
0.460,2.423241914885506
0.470,2.459608215962966
0.480,2.4965588494839204
0.490,2.534071079067647
0.500,2.5721207909903914
0.510,2.6106824797228834
0.520,2.6497292428173056
0.530,2.6892327862684886
0.540,2.7291634414040797
0.550,2.769490194245286
0.560,2.8101807281210784
0.570,2.851201480114035
0.580,2.892517711667168
0.590,2.9340935933927743
0.600,2.9758923038039202
0.610,3.017876141346851
0.620,3.0600066487609134
0.630,3.1022447484460325
0.640,3.1445508871919072
0.650,3.1868851883335925
0.660,3.2292076091597397
0.670,3.2714781012251657
0.680,3.3136567711182607
0.690,3.355704039211904
0.700,3.397580793985502
0.710,3.4392485396426253
0.720,3.4806695349562693
0.730,3.521806921541141
0.740,3.5626248400659284
0.750,3.603088533262696
0.760,3.643164434949237
0.770,3.6828202446376794
0.780,3.7220249876444873
0.790,3.760749060931099
0.800,3.798964265181213
0.810,3.8366438238536533
0.820,3.8737623901351323
0.830,3.9102960428542435
0.840,3.94622227250809
0.850,3.981519958599594
0.860,4.016169339491497
0.870,4.05015197595815
0.880,4.083450709564574
0.890,4.116049616930137
0.900,4.147933960847563
0.910,4.179090139132164
0.920,4.20950563197598
0.930,4.239168948480938
0.940,4.268069572947241
0.950,4.296197911400654
0.960,4.3235452387566395
0.970,4.350103646941825
0.980,4.375865994224379
0.990,4.400825855944947
1.000,4.424977476788518
1.010,4.448315724694623
1.020,4.470836046467964
1.030,4.4925344251232335
1.040,4.513407338975739
1.050,4.533451722472649
1.060,4.552664928747516
1.070,4.571044693872366
1.080,4.588589102776471
1.090,4.605296556798225
1.100,4.621165742835852
1.110,4.636195604063394
1.120,4.650385312180295
1.130,4.663734241165386
1.140,4.6762419425090505
1.150,4.687908121900521
1.160,4.698732617350442
1.170,4.708715378731913
1.180,4.717856448726141
1.190,4.7261559451614135
1.200,4.733614044736492
1.210,4.7402309681214865
1.220,4.746006966431002
1.230,4.750942309065744
1.240,4.755037272919863
1.250,4.75829213295221
1.260,4.760707154120269
1.270,4.762282584676005
1.280,4.763018650823127
1.290,4.7629155527354
1.300,4.761973461935746
1.310,4.760192520035798
1.320,4.757572838835596
1.330,4.754114501783012
1.340,4.749817566792524
1.350,4.744682070422959
1.360,4.738708033413966
1.370,4.731895467581212
1.380,4.724244384070679
1.390,4.7157548029729695
1.400,4.706426764299316
1.410,4.696260340321944
1.420,4.685255649282703
1.430,4.673412870475397
1.440,4.660732260709086
1.450,4.647214172161766
1.460,4.632859071636338
1.470,4.6176675612335165
1.480,4.601640400459455
1.490,4.58477852978914
1.500,4.567083095710137
1.510,4.548555477274805
1.520,4.529197314192602
1.530,4.509010536497343
1.540,4.487997395827029
1.550,4.4661604983558085
1.560,4.44350283941853
1.570,4.42002783986758
1.580,4.395739384198999
1.590,4.37064186047947
1.600,4.344740202097235
1.610,4.318039931347392
1.620,4.290547204844837
1.630,4.262268860735342
1.640,4.233212467646181
1.650,4.203386375281525
1.660,4.172799766523686
1.670,4.141462710848667
1.680,4.109386218802732
1.690,4.076582297215751
1.700,4.043064004746834
1.710,4.008845507268865
1.720,3.973942132501855
1.730,3.938370423202338
1.740,3.9021481881095035
1.750,3.865294549741632
1.760,3.8278299880325726
1.770,3.7897763787022445
1.780,3.751157025173018
1.790,3.711996682781568
1.800,3.672321573999994
1.810,3.6321593933775036
1.820,3.5915393009512413
1.830,3.5504919029577686
1.840,3.509049218809699
1.850,3.467244633487772
1.860,3.425112834737435
1.870,3.3826897347481077
1.880,3.340012376326876
1.890,3.297118823947136
1.900,3.254048040444195
1.910,3.2108397505287756
1.920,3.1675342926784036
1.930,3.124172461327408
1.940,3.0807953415904623
1.950,3.037444139005502
1.960,2.9941600069554903
1.970,2.9509838745147903
1.980,2.9079562774595864
1.990,2.865117195082836
2.000,2.8225058952679016
2.010,2.7801607900114425
2.020,2.7381193032594675
2.030,2.6964177525478212
2.040,2.6550912455383813
2.050,2.614173592133853
2.060,2.573697232455083
2.070,2.533693180591035
2.080,2.494190983695801
2.090,2.455218695718691
2.100,2.41680286481849
2.110,2.3789685333338233
2.120,2.3417392490576914
2.130,2.305137086492452
2.140,2.2691826767368104
2.150,2.233895244672257
2.160,2.1992926521658105
2.170,2.1653914460814625
2.180,2.132206909987311
